Nr,Rendi,Familja,Lloji,Referenca
20,Diptera,Culicidae,"Culiseta annulata (Schrank, 1776)","(Muja-Bajraktari et al., 2019)"
21,Diptera,Culicidae,"Culiseta longiareolata (Macquart, 1838)","(Muja-Bajraktari et al., 2019)"
22,Diptera,Culicidae,"Ochlerotatus caspius (Pallas, 1771)","(Muja et al., 2017)"
23,Diptera,Culicidae,"Ochlerotatus pulcritarsis (Rondani, 1872)","(Muja et al., 2017)"
25,Diptera,Culicidae,"Uranotaenia unguiculata Edwards, 1913","(Muja-Bajraktari et al., 2019)"
26,Diptera,Limoniidae,"Geranomyia fuscior Stary, 2012","(Bilalli et al., 2021)"
27,Diptera,Limoniidae,"Limonia macrostigma (Schummel, 1829)","(Bilalli et al., 2021)"
28,Diptera,Limoniidae,"Ormosia (Ormosia) hederae (Curtis, 1835)","(Bilalli et al., 2024)"
29,Diptera,Limoniidae,"Rhypholophus bifurcatus Goetghebuer, 1920","(Bilalli et al., 2021)"
30,Diptera,Thaumaleidae,"Thaumalea veralli Edwards, 1929","(Płóciennik et al., 2023)"
31,Diptera,Tipulidae,"Tipula (Savtshenkia) benesignata Mannheims, 1954","(Bilalli et al., 2021)"
32,Hemiptera,Berytidae,"Gampsocoris culicinus Seidenstücker, 1948","(Kiyak & Baymak, 2019)"
33,Hemiptera,Coreidae,"Enoplops disciger (Kolenati, 1845)","(Baymak & Kiyak, 2020)"
34,Hemiptera,Coreidae,"Leptoglossus occidentalis Heidemann, 1910","(Kulijer & Ibrahimi, 2017)"
35,Hemiptera,Lygaeidae,"Gastrodes grossipes (De Geer, 1773)","(Baymak & Kiyak, 2020)"
36,Hemiptera,Lygaeidae,"Scolopostethus grandis (Horvath, 1880)","(Baymak & Kiyak, 2020)"
37,Hemiptera,Lygaeidae,"Spilostethus pandurus (Scopoli, 1763)","(Baymak & Kiyak, 2020)"
38,Hemiptera,Miridae,"Brachycoleus decolor Reuter, 1887","(Kiyak & Baymak, 2019)"
39,Hemiptera,Miridae,"Closterotomus reuteri (Horváth, 1882)","(Dioli & Van Der Heyden, 2022)"
40,Hemiptera,Miridae,"Excentricus planicornis (Herrich-Schaeffer, 1836)","(Dioli & Van Der Heyden, 2022)"
41,Hemiptera,Miridae,"Lygus rugulipennis (Poppius, 1911)","(Kiyak & Baymak, 2019)"
42,Hemiptera,Nabidae,"Nabis capsiformis Germar, 1838","(Kiyak & Baymak, 2019)"
43,Hemiptera,Nabidae,"Nabis limbatus Dahlbom, 1851","(Kiyak & Baymak, 2019)"
44,Hemiptera,Pentatomidae,"Ancyrosoma leucogrammes (Gmelin, 1790)","(Baymak & Kıyak, 2021)"
45,Hemiptera,Pentatomidae,"Antheminia varicornis (Jakovlev, 1874)","(Baymak & Kıyak, 2021)"
46,Hemiptera,Pentatomidae,"Carpocoris mediterraneus Tamanini, 1958","(Baymak & Kıyak, 2021)"
47,Hemiptera,Pentatomidae,"Codophila varia (Fabricius, 1787)","(Baymak & Kıyak, 2021)"
48,Hemiptera,Pentatomidae,"Eurydema ventralis Kolenati, 1846","(Baymak & Kıyak, 2021)"
49,Hemiptera,Pentatomidae,"Perillus bioculatus (Fabricius, 1775)","(Geci et al., 2024)"
50,Hemiptera,Pentatomidae,"Tholagmus flavolineatus (Fabricius, 1798)","(Baymak & Kıyak, 2021)"
51,Hemiptera,Rhopalidae,"Stictopleurus abutilon (Rossi, 1790)","(Baymak & Kiyak, 2020)"
52,Hemiptera,Scutelleridae,"Eurygaster maura (Linnaeus, 1758)","(Baymak & Kiyak, 2020)"
53,Hemiptera,Scutelleridae,"Odontotarsus purpureolineatus (Rossi, 1790)","(Baymak & Kiyak, 2020)"
54,Hemiptera,Tingidae,"Corythucha arcuata (Say, 1832)","(Geci et al., 2024)"
55,Hemiptera,Tingidae,"Monosteira unicostata (Mulsant & Rey, 1852)","(Kiyak & Baymak, 2019)"
56,Mecoptera,Boreidae,Boreus westwoodi Hagen 1866,"(Ibrahimi et al., 2018)     "
